	IntGW-01_Gi5	IntGW-01_Gi6	IntGW-01_Gi7	IntGW-02_Gi5	IntGW-02_Gi6	IntGW-02_Gi7	timestamp
1563	7821	7821	7821	7821	7821	7821	20200701051200
1564	7821	7821	7821	7821	7821	7821	20200701051500
1565	7821	7821	7821	7821	7821	7821	20200701051600
1566	7821	7821	7821	7821	7821	7821	20200701051700
1567	7821	7821	7821	7821	7821	7821	20200701051800
1568	7821	7821	7821	7821	7821	7821	20200701052100
1569	7821	7821	7821	7821	7821	7821	20200701052200
1570	7821	7821	7821	7821	7821	7821	20200701052300
1571	7821	7821	7821	7821	7821	7821	20200701052600
1572	7821	7821	7821	7821	7821	7821	20200701052700
1573	7821	7821	7821	7821	7821	7821	20200701052800
1574	7821	7821	7821	7821	7821	7821	20200701052900
1575	7821	7821	7821	7821	7821	7821	20200701053200
1576	7821	7821	7821	7821	7821	7821	20200701053300
1577	7821	7821	7821	7821	7821	7821	20200701053600
1578	7821	7821	7821	7821	7821	7821	20200701053700
1579	7821	7821	7821	7821	7821	7821	20200701053800
1580	7821	7821	7821	7821	7821	7821	20200701053900
1581	7821	7821	7821	7821	7821	7821	20200701054200
1582	7821	7821	7821	7821	7821	7821	20200701054300
1583	7821	7821	7821	7821	7821	7821	20200701054400
1584	7821	7821	7821	7821	7821	7821	20200701054700
1585	7821	7821	7821	7821	7821	7821	20200701054800
1586	7821	7821	7821	7821	7821	7821	20200701054900
1587	7821	7821	7821	7821	7821	7821	20200701055000
1588	7821	7821	7821	7821	7821	7821	20200701055300
1589	7821	7821	7821	7821	7821	7821	20200701055400
1590	7821	7821	7821	7821	7821	7821	20200701055700
1591	7821	7821	7821	7821	7821	7821	20200701055800
1592	7821	7821	7821	7821	7821	7821	20200701055900
1593	7821	7821	7821	7821	7821	7821	20200701060000
1594	7821	7821	7821	7821	7821	7821	20200701060300
1595	7821	7821	7821	7821	7821	7821	20200701060400
1596	7821	7821	7821	7821	7821	7821	20200701060500
1597	7821	7821	7821	7821	7821	7821	20200701060800
1598	7821	7821	7821	7821	7821	7821	20200701060900
1599	7821	7821	7821	7821	7821	7821	20200701061000
1600	7821	7821	7821	7821	7821	7821	20200701061100
1601	7821	7821	7821	7821	7821	7821	20200701061400
1602	7821	7821	7821	7821	7821	7821	20200701061500
1603	7821	7821	7821	7821	7821	7821	20200701061800
1604	7821	7821	7821	7821	7821	7821	20200701061900
1605	7821	7821	7821	7821	7821	7821	20200701062000
1606	7821	7821	7821	7821	7821	7821	20200701062100
1607	7821	7821	7821	7821	7821	7821	20200701062400
1608	7821	7821	7821	7821	7821	7821	20200701062500
1609	7821	7821	7821	7821	7821	7821	20200701062600
1610	7821	7821	7821	7821	7821	7821	20200701062900
1611	7821	7821	7821	7821	7821	7821	20200701063000
1612	7821	7821	7821	7821	7821	7821	20200701063100
1613	7821	7821	7821	7821	7821	7821	20200701063200
1614	7821	7821	7821	7821	7821	7821	20200701063500
1615	7821	7821	7821	7821	7821	7821	20200701063600
1616	7821	7821	7821	7821	7821	7821	20200701063900
1617	7821	7821	7821	7821	7821	7821	20200701064000
1618	7821	7821	7821	7821	7821	7821	20200701064100
1619	7821	7821	7821	7821	7821	7821	20200701064200
1620	7821	7821	7821	7821	7821	7821	20200701064500
1621	7821	7821	7821	7821	7821	7821	20200701064600
1622	7821	7821	7821	7821	7821	7821	20200701064700
1623	7821	7821	7821	7821	7821	7821	20200701065000
1624	7821	7821	7821	7821	7821	7821	20200701065100
1625	7821	7821	7821	7821	7821	7821	20200701065200
1626	7821	7821	7821	7821	7821	7821	20200701065300
1627	7821	7821	7821	7821	7821	7821	20200701065600
1628	7821	7821	7821	7821	7821	7821	20200701065700
1629	7821	7821	7821	7821	7821	7821	20200701070000
1630	7821	7821	7821	7821	7821	7821	20200701070100
1631	7821	7821	7821	7821	7821	7821	20200701070200
1632	7821	7821	7821	7821	7821	7821	20200701070300
1633	7821	7821	7821	7821	7821	7821	20200701070600
1634	7821	7821	7821	7821	7821	7821	20200701070700
1635	7821	7821	7821	7821	7821	7821	20200701070800
1636	7821	7821	7821	7821	7821	7821	20200701071100
1637	7821	7821	7821	7821	7821	7821	20200701071200
1638	7821	7821	7821	7821	7821	7821	20200701071300
1639	7821	7821	7821	7821	7821	7821	20200701071400
1640	7821	7821	7821	7821	7821	7821	20200701071700
1641	7821	7821	7821	7821	7821	7821	20200701071800
1642	7821	7821	7821	7821	7821	7821	20200701072100
1643	7821	7821	7821	7821	7821	7821	20200701072200
1644	7821	7821	7821	7821	7821	7821	20200701072300
1645	7821	7821	7821	7821	7821	7821	20200701072400
1646	7821	7821	7821	7821	7821	7821	20200701072700
1647	7821	7821	7821	7821	7821	7821	20200701072800
1648	7821	7821	7821	7821	7821	7821	20200701072900
1649	7821	7821	7821	7821	7821	7821	20200701073200
1650	7821	7821	7821	7821	7821	7821	20200701073300
1651	7821	7821	7821	7821	7821	7821	20200701073400
1652	7821	7821	7821	7821	7821	7821	20200701073500
1653	0	7821	7821	7821	7821	7821	20200701073800
1654	92	7821	7821	7821	7821	7821	20200701073900
1655	7821	7821	7821	7821	7821	7821	20200701074200
1656	7821	7821	7821	7821	7821	7821	20200701074300
1657	7821	7821	7821	7821	7821	7821	20200701074400
1658	7821	7821	7821	7821	7821	7821	20200701074500
1659	7821	7821	7821	7821	7821	7821	20200701074800
1660	7821	0	7821	7821	7821	7821	20200701074900
1661	7821	0	7821	7821	7821	7821	20200701075000
1662	7821	7821	7821	7821	7821	7821	20200701075300
1663	7821	7821	7821	7821	7821	7821	20200701075400
1664	7821	7821	7821	7821	7821	7821	20200701075500
1665	7821	7821	7821	7821	7821	7821	20200701075600
1666	7821	7821	7821	7821	7821	7821	20200701075900
1667	7821	7821	7821	7821	7821	7821	20200701080000
1668	7821	7821	7821	7821	7821	7821	20200701080300
1669	7821	7821	7821	7821	7821	7821	20200701080400
1670	7821	7821	7821	7821	7821	7821	20200701080500
1671	7821	7821	7821	7821	7821	7821	20200701080600
1672	7821	7821	7821	7821	7821	7821	20200701080900
1673	7821	7821	7821	7821	7821	7821	20200701081000
1674	7821	7821	7821	7821	7821	7821	20200701081100
1675	7821	7821	7821	7821	7821	7821	20200701081400
1676	7821	7821	7821	7821	7821	7821	20200701081500
1677	7821	7821	7821	7821	7821	7821	20200701081600
1678	7821	7821	7821	7821	7821	7821	20200701081700
1679	7821	7821	7821	7821	7821	7821	20200701082000
1680	7821	7821	7821	7821	7821	7821	20200701082100
1681	7821	7821	7821	7821	7821	7821	20200701082400
1682	7821	7821	7821	7821	7821	7821	20200701082500
1683	7821	7821	7821	7821	7821	7821	20200701082600
1684	7821	7821	7821	7821	7821	7821	20200701082700
1685	7821	7821	7821	7821	7821	7821	20200701083000
1686	7821	7821	7821	0	7821	7821	20200701083100
1687	7821	7821	7821	0	7821	7821	20200701083200
1688	7821	7821	7821	0	7821	7821	20200701083500
1689	7821	7821	7821	7821	7821	7821	20200701083600
1690	7821	7821	7821	7821	7821	7821	20200701083700
1691	7821	7821	7821	7821	7821	7821	20200701083800
1692	7821	7821	7821	7821	7821	7821	20200701084100
1693	7821	7821	7821	7821	7821	7821	20200701084200
1694	7821	7821	7821	7821	7821	7821	20200701084500
1695	7821	7821	7821	7821	7821	7821	20200701084600
1696	7821	7821	7821	7821	7821	7821	20200701084700
1697	7821	7821	7821	7821	7821	7821	20200701084800
1698	7821	7821	7821	7821	7821	0	20200701085100
1699	7821	7821	7821	7821	7821	0	20200701085200
1700	7821	7821	7821	7821	7821	0	20200701085300
1701	7821	7821	7821	7821	7821	7821	20200701085600
1702	7821	7821	7821	7821	7821	7821	20200701085700
1703	7821	7821	7821	7821	7821	7821	20200701085800
1704	7821	7821	7821	7821	7821	7821	20200701085900
1705	7821	7821	7821	7821	7821	7821	20200701090200
1706	7821	7821	7821	7821	7821	7821	20200701090300
1707	7821	7821	7821	7821	7821	7821	20200701090600
1708	7821	7821	7821	7821	7821	7821	20200701090700
1709	7821	7821	7821	7821	7821	7821	20200701090800
1710	7821	7821	7821	7821	7821	7821	20200701090900
1711	7821	7821	7821	7821	7821	7821	20200701091200
1712	7821	7821	7821	7821	7821	7821	20200701091300
1713	7821	7821	7821	7821	7821	7821	20200701091400
1714	7821	7821	7821	7821	7821	7821	20200701091700
1715	7821	7821	7821	7821	7821	7821	20200701091800
1716	7821	7821	7821	7821	7821	7821	20200701091900
1717	7821	7821	7821	7821	7821	7821	20200701092000
1718	7821	7821	7821	7821	7821	7821	20200701092300
1719	7821	7821	7821	7821	7821	7821	20200701092400
1720	7821	7821	7821	7821	7821	7821	20200701092700
1721	7821	7821	7821	7821	7821	7821	20200701092800
1722	7821	7821	7821	7821	7821	7821	20200701092900
1723	7821	7821	7821	7821	7821	7821	20200701093000
1724	7821	7821	7821	7821	7821	7821	20200701093300
1725	7821	7821	7821	7821	7821	7821	20200701093400
1726	7821	7821	7821	7821	7821	7821	20200701093500
1727	7821	7821	7821	7821	7821	7821	20200701093800
1728	7821	7821	7821	7821	7821	7821	20200701093900
1729	7821	7821	7821	7821	7821	7821	20200701094000
1730	7821	7821	7821	7821	7821	7821	20200701094100
1731	7821	7821	7821	7821	7821	7821	20200701094400
1732	7821	7821	7821	7821	7821	7821	20200701094500
1733	7821	7821	7821	7821	7821	7821	20200701094800
1734	7821	7821	7821	7821	7821	7821	20200701094900
1735	7821	7821	7821	7821	7821	7821	20200701095000
1736	7821	7821	7821	7821	7821	7821	20200701095100
1737	7821	7821	7821	7821	7821	7821	20200701095400
1738	7821	7821	7821	7821	7821	7821	20200701095500
1739	7821	7821	7821	7821	7821	7821	20200701095600
1740	7821	7821	7821	7821	7821	7821	20200701095900
1741	7821	7821	7821	7821	7821	7821	20200701100000
1742	7821	7821	7821	7821	7821	7821	20200701100100
1743	7821	7821	7821	7821	7821	7821	20200701100200
1744	7821	7821	7821	7821	7821	7821	20200701100500
1745	7821	7821	7821	7821	7821	7821	20200701100600
1746	7821	7821	7821	7821	7821	7821	20200701100900
1747	7821	7821	7821	7821	7821	7821	20200701101000
1748	7821	7821	7821	7821	7821	7821	20200701101100
1749	7821	7821	7821	7821	7821	7821	20200701101200
1750	7821	7821	7821	7821	7821	7821	20200701101500
1751	7821	7821	7821	7821	7821	7821	20200701101600
1752	7821	7821	7821	7821	7821	7821	20200701101700
1753	7821	7821	7821	7821	7821	7821	20200701102000
1754	7821	7821	7821	7821	7821	7821	20200701102100
1755	7821	7821	7821	7821	7821	7821	20200701102200
1756	7821	7821	7821	7821	7821	7821	20200701102300
1757	7821	7821	7821	7821	7821	7821	20200701102600
1758	7821	7821	7821	7821	7821	7821	20200701102700
1759	7821	7821	7821	7821	7821	7821	20200701103000
1760	7821	7821	7821	7821	7821	7821	20200701103100
1761	7821	7821	7821	7821	7821	7821	20200701103200
1762	7821	7821	7821	7821	7821	7821	20200701103300
1763	7821	7821	7821	7821	7821	7821	20200701103600
1764	7821	7821	7821	7821	7821	7821	20200701103700
1765	7821	7821	7821	7821	7821	7821	20200701103800
1766	7821	7821	7821	7821	7821	7821	20200701104100
1767	7821	7821	7821	7821	7821	7821	20200701104200
1768	7821	7821	7821	7821	7821	7821	20200701104300
1769	7821	7821	7821	7821	7821	7821	20200701104400
1770	7821	7821	7821	7821	7821	7821	20200701104700
1771	7821	7821	7821	7821	7821	7821	20200701104800
1772	7821	7821	7821	7821	7821	7821	20200701105100
1773	7821	7821	7821	7821	7821	7821	20200701105200
1774	7821	7821	7821	7821	7821	7821	20200701105300
1775	7821	7821	7821	7821	7821	7821	20200701105400
1776	7821	7821	7821	7821	7821	7821	20200701105700
1777	7821	7821	7821	7821	7821	7821	20200701105800
1778	7821	7821	7821	7821	7821	7821	20200701105900
1779	7821	7821	7821	7821	7821	7821	20200701110200
1780	7821	7821	7821	7821	7821	7821	20200701110300
1781	7821	7821	7821	7821	7821	7821	20200701110400
1782	7821	7821	7821	7821	7821	7821	20200701110500
1783	7821	7821	7821	7821	7821	7821	20200701110800
1784	7821	7821	7821	7821	7821	7821	20200701110900
1785	7821	7821	7821	7821	7821	7821	20200701111200
1786	7821	7821	7821	7821	7821	7821	20200701111300
1787	7821	7821	7821	7821	7821	7821	20200701111400
1788	7821	7821	7821	7821	7821	7821	20200701111500
1789	7821	7821	7821	7821	7821	7821	20200701111800
1790	7821	7821	7821	7821	7821	7821	20200701111900
1791	7821	7821	7821	7821	7821	7821	20200701112000
1792	7821	7821	7821	7821	7821	7821	20200701112300
1793	7821	7821	7821	7821	7821	7821	20200701112400
1794	7821	7821	7821	7821	7821	7821	20200701112500
1795	7821	7821	7821	7821	7821	7821	20200701112600
1796	7821	7821	7821	7821	7821	7821	20200701112900
1797	7821	7821	7821	7821	7821	7821	20200701113000
1798	7821	7821	7821	7821	7821	7821	20200701113300
1799	7821	7821	7821	7821	7821	7821	20200701113400
1800	7821	7821	7821	7821	7821	7821	20200701113500
1801	7821	7821	7821	7821	7821	7821	20200701113600
1802	7821	7821	7821	7821	7821	7821	20200701113900
1803	7821	7821	7821	7821	7821	7821	20200701114000
1804	7821	7821	7821	7821	7821	7821	20200701114100
1805	7821	7821	7821	7821	7821	7821	20200701114400
1806	7821	7821	7821	7821	7821	7821	20200701114500
1807	7821	7821	7821	7821	7821	7821	20200701114600
1808	7821	7821	7821	7821	7821	7821	20200701114700
1809	7821	7821	7821	7821	7821	7821	20200701115000
1810	7821	7821	7821	7821	7821	7821	20200701115100
1811	7821	7821	7821	7821	7821	7821	20200701115400
1812	7821	7821	7821	7821	7821	7821	20200701115500
1813	7821	7821	7821	7821	7821	7821	20200701115600
1814	7821	7821	7821	7821	7821	7821	20200701115700
1815	7821	7821	7821	7821	7821	7821	20200701120000
1816	7821	7821	7821	7821	7821	7821	20200701120100
1817	7821	7821	7821	7821	7821	7821	20200701120200
1818	7821	7821	7821	7821	7821	7821	20200701120500
1819	7821	7821	7821	7821	7821	7821	20200701120600
1820	7821	7821	7821	7821	7821	7821	20200701120700
1821	7821	7821	7821	7821	7821	7821	20200701120800
1822	7821	7821	7821	7821	7821	7821	20200701121100
1823	7821	7821	7821	7821	7821	7821	20200701121200
1824	7821	7821	7821	7821	7821	7821	20200701121500
1825	7821	7821	7821	7821	7821	7821	20200701121600
1826	7821	7821	7821	7821	7821	7821	20200701121700
1827	7821	7821	7821	7821	7821	7821	20200701121800
1828	7821	7821	7821	7821	7821	7821	20200701122100
1829	7821	7821	7821	7821	7821	7821	20200701122200
1830	7821	7821	7821	7821	7821	7821	20200701122300
1831	7821	7821	7821	7821	7821	7821	20200701122600
1832	7821	7821	7821	7821	7821	7821	20200701122700
1833	7821	7821	7821	7821	7821	7821	20200701122800
1834	7821	7821	7821	7821	7821	7821	20200701122900
1835	7821	7821	7821	7821	7821	7821	20200701123200
1836	7821	7821	7821	7821	7821	7821	20200701123300
1837	7821	7821	7821	7821	7821	7821	20200701123600
1838	7821	7821	7821	7821	7821	7821	20200701123700
1839	7821	7821	7821	7821	7821	7821	20200701123800
1840	7821	7821	7821	7821	7821	7821	20200701123900
1841	7821	7821	7821	7821	7821	7821	20200701124200
1842	7821	7821	7821	7821	7821	7821	20200701124300
1843	7821	7821	7821	7821	7821	7821	20200701124400
1844	7821	7821	7821	7821	7821	7821	20200701124700
1845	7821	7821	7821	7821	7821	7821	20200701124800
1846	7821	7821	7821	7821	7821	7821	20200701124900
1847	7821	7821	7821	7821	7821	7821	20200701125000
1848	7821	7821	7821	7821	7821	7821	20200701125300
1849	7821	7821	7821	7821	7821	7821	20200701125400
1850	7821	7821	7821	7821	7821	7821	20200701125700
1851	7821	7821	7821	7821	7821	7821	20200701125800
1852	7821	7821	7821	7821	7821	7821	20200701125900
1853	7821	7821	7821	7821	7821	7821	20200701130000
1854	7821	7821	7821	7821	7821	7821	20200701130300
1855	7821	7821	7821	7821	7821	7821	20200701130400
1856	7821	7821	7821	7821	7821	7821	20200701130500
1857	7821	7821	7821	7821	7821	7821	20200701130800
1858	7821	7821	7821	7821	7821	7821	20200701130900
1859	7821	7821	7821	7821	7821	7821	20200701131000
1860	7821	7821	7821	7821	7821	7821	20200701131100
1861	7821	7821	7821	7821	7821	7821	20200701131400
1862	7821	7821	7821	7821	7821	7821	20200701131500
1863	7821	7821	7821	7821	7821	7821	20200701131800
1864	7821	7821	7821	7821	7821	7821	20200701131900
1865	7821	7821	7821	7821	7821	7821	20200701132000
1866	7821	7821	7821	7821	7821	7821	20200701132100
1867	7821	7821	7821	7821	7821	7821	20200701132400
1868	7821	7821	7821	7821	7821	7821	20200701132500
1869	7821	7821	7821	7821	7821	7821	20200701132600
1870	7821	7821	7821	7821	7821	7821	20200701132900
1871	7821	7821	7821	7821	7821	7821	20200701133000
1872	7821	7821	7821	7821	7821	7821	20200701133100
1873	7821	7821	7821	7821	7821	7821	20200701133200
1874	7821	7821	7821	7821	7821	7821	20200701133500
1875	7821	7821	7821	7821	7821	7821	20200701133600
1876	7821	7821	7821	7821	7821	7821	20200701133900
1877	7821	7821	7821	7821	7821	7821	20200701134000
1878	7821	7821	7821	7821	7821	7821	20200701134100
1879	7821	7821	7821	7821	7821	7821	20200701134200
1880	7821	7821	7821	7821	7821	7821	20200701134500
1881	7821	7821	7821	7821	7821	7821	20200701134600
1882	7821	7821	7821	7821	7821	7821	20200701134700
1883	7821	7821	7821	7821	7821	7821	20200701135000
1884	7821	7821	7821	7821	7821	7821	20200701135100
1885	7821	7821	7821	7821	7821	7821	20200701135200
1886	7821	7821	7821	7821	7821	7821	20200701135300
1887	7821	7821	7821	7821	7821	7821	20200701135600
1888	7821	7821	7821	7821	7821	7821	20200701135700
1889	7821	7821	7821	7821	7821	7821	20200701140000
1890	7821	7821	7821	7821	7821	7821	20200701140100
1891	7821	7821	7821	7821	7821	7821	20200701140200
1892	7821	7821	7821	7821	7821	7821	20200701140300
1893	7821	7821	7821	7821	7821	7821	20200701140600
1894	7821	7821	7821	7821	7821	7821	20200701140700
1895	7821	7821	7821	7821	7821	7821	20200701140800
1896	7821	7821	7821	7821	7821	7821	20200701141100
1897	7821	7821	7821	7821	7821	7821	20200701141200
1898	7821	7821	7821	7821	7821	7821	20200701141300
1899	7821	7821	7821	7821	7821	7821	20200701141400
1900	7821	7821	7821	7821	7821	7821	20200701141700
1901	7821	7821	7821	7821	7821	7821	20200701141800
1902	7821	7821	7821	7821	7821	7821	20200701142100
1903	7821	7821	7821	7821	7821	7821	20200701142200
1904	7821	7821	7821	7821	7821	7821	20200701142300
1905	7821	7821	7821	7821	7821	7821	20200701142400
1906	7821	7821	7821	7821	7821	7821	20200701142700
1907	7821	7821	7821	7821	7821	7821	20200701142800
1908	7821	7821	7821	7821	7821	7821	20200701142900
1909	7821	7821	7821	7821	7821	7821	20200701143200
1910	7821	7821	7821	7821	7821	7821	20200701143300
1911	7821	7821	7821	7821	7821	7821	20200701143400
1912	7821	7821	7821	7821	7821	7821	20200701143500
1913	7821	7821	7821	7821	7821	7821	20200701143800
1914	7821	7821	7821	7821	7821	7821	20200701143900
1915	7821	7821	7821	7821	7821	7821	20200701144200
1916	7821	7821	7821	7821	7821	7821	20200701144300
1917	7821	7821	7821	7821	7821	7821	20200701144400
1918	7821	7821	7821	7821	7821	7821	20200701144500
1919	7821	7821	7821	7821	7821	7821	20200701144800
1920	7821	7821	7821	7821	7821	7821	20200701144900
1921	7821	7821	7821	7821	7821	7821	20200701145000
1922	7821	7821	7821	7821	7821	7821	20200701145300
1923	7821	7821	7821	7821	7821	7821	20200701145400
1924	7821	7821	7821	7821	7821	7821	20200701145500
1925	7821	7821	7821	7821	7821	7821	20200701145600
1926	7821	7821	7821	7821	7821	7821	20200701145900
1927	7821	7821	7821	7821	7821	7821	20200701150000
1928	7821	7821	7821	7821	7821	7821	20200701150300
1929	7821	7821	7821	7821	7821	7821	20200701150400
1930	7821	7821	7821	7821	7821	7821	20200701150500
1931	7821	7821	7821	7821	7821	7821	20200701150600
1932	7821	7821	7821	7821	7821	7821	20200701150900
1933	7821	7821	7821	7821	7821	7821	20200701151000
1934	7821	7821	7821	7821	7821	7821	20200701151100
1935	7821	7821	7821	7821	7821	7821	20200701151400
1936	7821	7821	7821	7821	7821	7821	20200701151500
1937	7821	7821	7821	7821	7821	7821	20200701151600
1938	7821	7821	7821	7821	7821	7821	20200701151700
1939	7821	7821	7821	7821	7821	7821	20200701152000
1940	7821	7821	7821	7821	7821	7821	20200701152100
1941	7821	7821	7821	7821	7821	7821	20200701152400
1942	7821	7821	7821	7821	7821	7821	20200701152500
1943	7821	7821	7821	7821	7821	7821	20200701152600
1944	7821	7821	7821	7821	7821	7821	20200701152700
1945	7821	7821	7821	7821	7821	7821	20200701153000
1946	7821	7821	7821	7821	7821	7821	20200701153100
1947	7821	7821	7821	7821	7821	7821	20200701153200
1948	7821	7821	7821	7821	7821	7821	20200701153500
1949	7821	7821	7821	7821	7821	7821	20200701153600
1950	7821	7821	7821	7821	7821	7821	20200701153700
1951	7821	7821	7821	7821	7821	7821	20200701153800
1952	7821	7821	7821	7821	7821	7821	20200701154100
1953	7821	7821	7821	7821	7821	7821	20200701154200
1954	7821	7821	7821	7821	7821	7821	20200701154500
1955	7821	7821	7821	7821	7821	7821	20200701154600
1956	7821	7821	7821	7821	7821	7821	20200701154700
1957	7821	7821	7821	7821	7821	7821	20200701154800
1958	7821	7821	7821	7821	7821	7821	20200701155100
1959	7821	7821	7821	7821	7821	7821	20200701155200
1960	7821	7821	7821	7821	7821	7821	20200701155300
1961	7821	7821	7821	7821	7821	7821	20200701155600
1962	7821	7821	7821	7821	7821	7821	20200701155700
1963	7821	7821	7821	7821	7821	7821	20200701155800
1964	7821	7821	7821	7821	7821	7821	20200701155900
1965	7821	7821	7821	7821	7821	7821	20200701160200
1966	7821	7821	7821	7821	7821	7821	20200701160300
1967	7821	7821	7821	7821	7821	7821	20200701160600
1968	7821	7821	7821	7821	7821	7821	20200701160700
1969	7821	7821	7821	7821	7821	7821	20200701160800
1970	7821	7821	7821	7821	7821	7821	20200701160900
1971	7821	7821	7821	7821	7821	7821	20200701161200
1972	7821	7821	7821	7821	7821	7821	20200701161300
1973	7821	7821	7821	7821	7821	7821	20200701161400
1974	7821	7821	7821	7821	7821	7821	20200701161700
1975	7821	7821	7821	7821	7821	7821	20200701161800
1976	7821	7821	7821	7821	7821	7821	20200701161900
1977	7821	7821	7821	7821	7821	7821	20200701162000
1978	7821	7821	7821	7821	7821	7821	20200701162300
1979	7821	7821	7821	7821	7821	7821	20200701162400
1980	7821	7821	7821	7821	7821	7821	20200701162700
1981	7821	7821	7821	7821	7821	7821	20200701162800
1982	7821	7821	7821	7821	7821	7821	20200701162900
1983	7821	7821	7821	7821	7821	7821	20200701163000
1984	7821	7821	7821	7821	7821	7821	20200701163300
1985	7821	7821	7821	7821	7821	7821	20200701163400
1986	7821	7821	7821	7821	7821	7821	20200701163500
1987	7821	7821	7821	7821	7821	7821	20200701163800
1988	7821	7821	7821	7821	7821	7821	20200701163900
1989	7821	7821	7821	7821	7821	7821	20200701164000
1990	7821	7821	7821	7821	7821	7821	20200701164100
1991	7821	7821	7821	7821	7821	7821	20200701164400
1992	7821	7821	7821	7821	7821	7821	20200701164500
1993	7821	7821	7821	7821	7821	7821	20200701164800
1994	7821	7821	7821	7821	7821	7821	20200701164900
1995	7821	7821	7821	7821	7821	7821	20200701165000
1996	7821	7821	7821	7821	7821	7821	20200701165100
1997	7821	7821	7821	7821	7821	7821	20200701165400
1998	7821	7821	7821	7821	7821	7821	20200701165500
1999	7821	7821	7821	7821	7821	7821	20200701165600
2000	7821	7821	7821	7821	7821	7821	20200701165900
2001	7821	7821	7821	7821	7821	7821	20200701170000
2002	7821	7821	7821	7821	7821	7821	20200701170100
2003	7821	7821	7821	7821	7821	7821	20200701170200
2004	7821	7821	7821	7821	7821	7821	20200701170500
2005	7821	7821	7821	7821	7821	7821	20200701170600
2006	7821	7821	7821	7821	7821	7821	20200701170900
2007	7821	7821	7821	7821	7821	7821	20200701171000
2008	7821	7821	7821	7821	7821	7821	20200701171100
2009	7821	7821	7821	7821	7821	7821	20200701171200
2010	7821	7821	7821	7821	7821	7821	20200701171500
2011	7821	7821	7821	7821	7821	7821	20200701171600
2012	7821	7821	7821	7821	7821	7821	20200701171700
2013	7821	7821	7821	7821	7821	7821	20200701172000
2014	7821	7821	7821	7821	7821	7821	20200701172100
2015	7821	7821	7821	7821	7821	7821	20200701172200
2016	7821	7821	7821	7821	7821	7821	20200701172300
2017	7821	7821	7821	7821	7821	7821	20200701172600
2018	7821	7821	7821	7821	7821	7821	20200701172700
2019	7821	7821	7821	7821	7821	7821	20200701173000
2020	7821	7821	7821	7821	7821	7821	20200701173100
2021	7821	7821	7821	7821	7821	7821	20200701173200
2022	7821	7821	7821	7821	7821	7821	20200701173300
2023	7821	7821	7821	7821	7821	7821	20200701173600
2024	7821	7821	7821	7821	7821	7821	20200701173700
2025	7821	7821	7821	7821	7821	7821	20200701173800
2026	7821	7821	7821	7821	7821	7821	20200701174100
2027	7821	7821	7821	7821	7821	7821	20200701174200
2028	7821	7821	7821	7821	7821	7821	20200701174300
2029	7821	7821	7821	7821	7821	7821	20200701174400
2030	7821	7821	7821	7821	7821	7821	20200701174700
2031	7821	7821	7821	7821	7821	7821	20200701174800
2032	7821	7821	7821	7821	7821	7821	20200701175100
2033	7821	7821	7821	7821	7821	7821	20200701175200
2034	7821	7821	7821	7821	7821	7821	20200701175300
2035	7821	7821	7821	7821	7821	7821	20200701175400
2036	7821	7821	7821	7821	7821	7821	20200701175700
2037	7821	7821	7821	7821	7821	7821	20200701175800
2038	7821	7821	7821	7821	7821	7821	20200701175900
2039	7821	7821	7821	7821	7821	7821	20200701180200
2040	7821	7821	7821	7821	7821	7821	20200701180300
2041	7821	7821	7821	7821	7821	7821	20200701180400
2042	7821	7821	7821	7821	7821	7821	20200701180500
2043	7821	7821	7821	7821	7821	7821	20200701180800
2044	7821	7821	7821	7821	7821	7821	20200701180900
2045	7821	7821	7821	7821	7821	7821	20200701181200
2046	7821	7821	7821	7821	7821	7821	20200701181300
2047	7821	7821	7821	7821	7821	7821	20200701181400
2048	7821	7821	7821	7821	7821	7821	20200701181500
2049	7821	7821	7821	7821	7821	7821	20200701181800
2050	7821	7821	7821	7821	7821	7821	20200701181900
2051	7821	7821	7821	7821	7821	7821	20200701182000
2052	7821	7821	7821	7821	7821	7821	20200701182300
2053	7821	7821	7821	7821	7821	7821	20200701182400
2054	7821	7821	7821	7821	7821	7821	20200701182500
2055	7821	7821	7821	7821	7821	7821	20200701182600
2056	7821	7821	7821	7821	7821	7821	20200701182900
2057	7821	7821	7821	7821	7821	7821	20200701183000
2058	7821	7821	7821	7821	7821	7821	20200701183300
2059	7821	7821	7821	7821	7821	7821	20200701183400
2060	7821	7821	7821	7821	7821	7821	20200701183500
2061	7821	7821	7821	7821	7821	7821	20200701183600
2062	7821	7821	7821	7821	7821	7821	20200701183900
2063	7821	7821	7821	7821	7821	7821	20200701184000
2064	7821	7821	7821	7821	7821	7821	20200701184100
2065	7821	7821	7821	7821	7821	7821	20200701184400
2066	7821	7821	7821	7821	7821	7821	20200701184500
2067	7821	7821	7821	7821	7821	7821	20200701184600
2068	7821	7821	7821	7821	7821	7821	20200701184700
2069	7821	7821	7821	7821	7821	7821	20200701185000
2070	7821	7821	7821	7821	7821	7821	20200701185100
2071	7821	7821	7821	7821	7821	7821	20200701185400
2072	7821	7821	7821	7821	7821	7821	20200701185500
2073	7821	7821	7821	7821	7821	7821	20200701185600
2074	7821	7821	7821	7821	7821	7821	20200701185700
2075	7821	7821	7821	7821	7821	7821	20200701190000
2076	7821	7821	7821	7821	7821	7821	20200701190100
2077	7821	7821	7821	7821	7821	7821	20200701190200
2078	7821	7821	7821	7821	7821	7821	20200701190500
